Reportin+A5+A1:J1+A1:L2,Project Status,Donor,Programme Organization,Programme Organization Type,Implementing agency Name ,Implementing agency Acronym,Implementing agencyType,Region,Zone,Woreda,Kebele/IDP site name,HNO Woreda Pcode,Response Plan,Sector,ClusterActivities
February,Planned,TBD,PLAN,International NGO,Plan International,PLAN,International NGO,Afar,Kilbati /Zone2,Erebti,,ET020201,,Nutrition,MAM treatment
February,Planned,TBD,PLAN,International NGO,Plan International,PLAN,International NGO,Afar,Kilbati /Zone2,Erebti,,ET020201,,Nutrition,IYCF Activities
February,Planned,TBD,PLAN,International NGO,Plan International,PLAN,International NGO,Afar,Kilbati /Zone2,Erebti,,ET020201,,Nutrition,SAM treatment
February,Planned,TBD,PLAN,International NGO,Plan International,PLAN,International NGO,Afar,Kilbati /Zone2,Erebti,,ET020201,,Nutrition,Other
February,Planned,CDCS France,PLAN,International NGO,Plan International,PLAN,International NGO,Amhara,South Wello,Worebabu,,ET030422,,Nutrition,TSFP
February,Planned,CDCS France,PLAN,International NGO,Plan International,PLAN,International NGO,Amhara,South Wello,Worebabu,,ET030422,,Nutrition,MAM treatment
February,Planned,CDCS France,PLAN,International NGO,Plan International,PLAN,International NGO,Amhara,South Wello,Worebabu,,ET030422,,Nutrition,IYCF Activities
February,Planned,CDCS France,PLAN,International NGO,Plan International,PLAN,International NGO,Amhara,South Wello,Worebabu,,ET030422,,Nutrition,SAM treatment
February,Planned,CDCS France,PLAN,International NGO,Plan International,PLAN,International NGO,Amhara,South Wello,Worebabu,,ET030422,,Nutrition,Other
February,On-going,Government,WFP,UN Agency,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,North Shewa (AM),Angolelana Tera,,ET030513,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,North Shewa (AM),Antsokiya,,ET030507,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,North Shewa (AM),Ataye town,,ET030598,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,North Shewa (AM),Eferatana Gidem,,ET030508,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,North Shewa (AM),Ensaro,,ET030503,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,North Shewa (AM),Gishe Rabel,,ET030506,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,North Shewa (AM),Kewet,,ET030512,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,North Shewa (AM),Mehale Meda town,,ET030597,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,North Shewa (AM),Menze Keya Gabriel,,ET030521,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,North Shewa (AM),Menze Mama Midir,,ET030509,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,North Shewa (AM),Menze Gera Midir,,ET030505,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,North Shewa (AM),Menze Lalo Midir,,ET030522,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,North Shewa (AM),Merhabete,,ET030502,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,North Shewa (AM),Mida Woremo,,ET030501,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,North Shewa (AM),Minjar Shenkora,,ET030518,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,North Shewa (AM),Mojan Wedera,,ET030511,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,North Shewa (AM),Moretna Jiru,,ET030504,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,North Shewa (AM),Shoa Robit,,ET030595,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,North Shewa (AM),Siya Debirna Wayu,,ET030523,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,North Shewa (AM),Tarema Ber,,ET030510,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Oromia,Artuma Fursi,,ET031004,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Oromia,Bati,,ET031002,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Oromia,Bati Town,,ET031099,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Oromia,Chef Robit town,,ET031007,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Oromia,Dewa Cheffa,,ET031001,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Oromia,Dewa Harewa,,ET031005,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Oromia,Jilye Tumuga,,ET031003,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Oromia,Kemisie town,,ET031006,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Wello,Albuko,,ET030408,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Wello,Ambasel,,ET030404,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Wello,Argoba,,ET030401,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Wello,Borena /Debresina,,ET030412,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Wello,Delanta,,ET030406,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Wello,Hike town,,ET030499,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Wello,Jama,,ET030414,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Wello,Kalu,,ET030407,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Wello,Kelela,,ET030413,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Wello,Kutaber,,ET030403,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Wello,Legambo,,ET030410,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Wello,Legehida,,ET030420,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Wello,Mehal Sayint,,ET030419,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Wello,Mekane Selame,,ET030498,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Wello,Mekdela,,ET030421,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Wello,Sayint,,ET030411,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Wello,Tenta,,ET030402,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Wello,Thehulederie,,ET030405,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Wello,Wegde,,ET030416,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Wello,Were Ilu,,ET030415,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Wello,Worebabu,,ET030422,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Gondar,Andabet/ West Esite,,ET030211,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Gondar,Dera (AM),,ET030209,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Gondar,Ebenat,,ET030201,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Gondar,East Esite,,ET030208,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Gondar,Fogera,,ET030203,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Gondar,Libokemekem,,ET030202,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Gondar,Mena Meketewa,,ET030213,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Gondar,Farta,,ET030204,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Gondar,Guna Begemider,,ET030212,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Awi,Ankasha,,ET030903,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Awi,Ayehu Guwagusa,,ET030908,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Awi,Banja,,ET030902,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Awi,Dangila,,ET030901,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Awi,Injibara town,,ET030996,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Awi,Fagta Lakoma,,ET030905,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Awi,Guagusa Shikudad,,ET030907,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Awi,Jawi,,ET030906,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Awi,Chagni town,,ET030999,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Awi,Zigem,,ET030997,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Central Gondar,Aykel town,,ET031199,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Central Gondar,Chilga 1,,ET031106,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Central Gondar,Chilga 2,,ET031112,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Central Gondar,East Dembia,,ET031111,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Central Gondar,Gonder Zuria,,ET031110,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Central Gondar,Gondar town,,ET031118,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Central Gondar,Lay Armacho,,ET031108,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Central Gondar,Tach Armacho,,ET031120,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Central Gondar,Takusa,,ET031121,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Central Gondar,Wegera,,ET031109,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Central Gondar,East Belesa,,ET031117,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,East Gojam,Aneded,,ET030617,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,East Gojam,Awabel,,ET030612,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,East Gojam,Baso Liben,,ET030611,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,East Gojam,Bibugn,,ET030601,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,East Gojam,Debay Telatgen,,ET030607,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,East Gojam,Debre Elias,,ET030608,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,East Gojam,Debre Markos town,,ET030615,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,East Gojam,Enarj Enawga,,ET030605,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,East Gojam,Enebse Sarmder,,ET030604,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,East Gojam,Enemay,,ET030606,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,East Gojam,Goncha Siso Enebse,,ET030603,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,East Gojam,Guzamn,,ET030610,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,East Gojam,Hulet Ej Enese,,ET030602,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,East Gojam,Michakel,,ET030609,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,East Gojam,Sedae,,ET030619,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,East Gojam,Senan,,ET030616,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,East Gojam,Dejen,,ET030613,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,North Shewa (AM),Debre Berhan town,,ET030520,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,North Shewa (AM),Molale town,,ET030526,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Oromia,Senbete town,,ET031008,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Wello,Dessie Zuria,,ET030409,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,South Wello,Tulu Awlia,,ET030428,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,West Gojam,Bure (AM),,ET030710,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,West Gojam,Dega Damot,,ET030707,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,West Gojam,Denbecha town,,ET030717,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,West Gojam,Finote Selam town,,ET030714,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,West Gojam,Gonje,,ET030718,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,West Gojam,Jabi Tehnan,,ET030709,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,West Gojam,Mecha,,ET030704,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,West Gojam,Quarit,,ET030706,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,West Gojam,Sekela,,ET030705,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,West Gojam,Debub Achefer,,ET030713,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,West Gojam,Debub Mecha,,ET030715,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,West Gojam,Wemberma,,ET030711,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,West Gojam,Yilmana Densa,,ET030703,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,Central Gondar,Tegede,,ET031107,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,West Gondar,Metema,,ET031213,,Food,
February,On-going,Government,EDRMC,Government,Regional Disaster Risk Management Commissions,RDRMC,Government,Amhara,West Gondar,Mirab Armacho,,ET031206,,Food,
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Afar,Fanti /Zone 4,Yalo,,ET020404,,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Afar,Kilbati /Zone2,Kunneba,,ET020202,,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Afar,Awsi /Zone 1,Gerani,,ET020110,,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Afar,Fanti /Zone 4,Gulina,,ET020405,,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Afar,Gabi /Zone 3,Hanruka,,ET020307,,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Afar,Kilbati /Zone2,Dalol,,ET020206,,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Afar,Kilbati /Zone2,berahile,,ET020205,,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Afar,Kilbati /Zone2,Kunneba,,ET020202,,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Afar,Awsi /Zone 1,Gerani,,ET020110,,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Afar,Fanti /Zone 4,Gulina,,ET020405,,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Afar,Kilbati /Zone2,berahile,,ET020205,,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Afar,Kilbati /Zone2,Kunneba,,ET020202,,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Afar,Gabi /Zone 3,Hanruka,,ET020307,,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Afar,Fanti /Zone 4,Gulina,,ET020405,,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Afar,Kilbati /Zone2,Kunneba,,ET020202,,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Afar,Awsi /Zone 1,Gerani,,ET020110,,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Chifra,,ET020106,,Health,"1.1.1. Procurement, prepositioning and distribution of Emergency health and RH kits to health facilities and MNHTs in areas affected by humanitarian crisis and health emergencies"
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Chifra,,ET020106,,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Chifra,,ET020106,,Health,"1.1.3. Provide Emergency Obstetric Care, RH and MISP services integrated into emergency health service for vulnerable population including IDPs, Refugees and Migrant population"
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Chifra,,ET020106,,Health,"1.1.5. Conduct Vaccination campaigns for Childhood illnesses and disease of outbreak potential for vulnerable population including IDPS, Refuges and Migrant population"
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Chifra,,ET020106,,Health,1.1.6. Support Ambulance services and emergency Patient referral systems for population affected by humanitarian crisis and health emergencies
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Chifra,,ET020106,,Health,1.1.7. Risk Communication and Community engagement for Social and behavioral change communication (SBCC) 
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Chifra,,ET020106,,Health,"1.2.1. Strengthen Early warning system and emergency preparedness - Disease Surveillance, Alert investigation and Verification, Outbreak Control and Response including Case management, Procurement and distribution of lab and medical supplies for managing outbreaks including Cholera kits "
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Chifra,,ET020106,,Health,"1.2.5. Train health workers on outbreak control, Management and Response"
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Elidar,,ET020102,,Health,"1.1.1. Procurement, prepositioning and distribution of Emergency health and RH kits to health facilities and MNHTs in areas affected by humanitarian crisis and health emergencies"
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Elidar,,ET020102,,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Elidar,,ET020102,,Health,"1.1.3. Provide Emergency Obstetric Care, RH and MISP services integrated into emergency health service for vulnerable population including IDPs, Refugees and Migrant population"
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Elidar,,ET020102,,Health,"1.1.5. Conduct Vaccination campaigns for Childhood illnesses and disease of outbreak potential for vulnerable population including IDPS, Refuges and Migrant population"
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Elidar,,ET020102,,Health,1.1.6. Support Ambulance services and emergency Patient referral systems for population affected by humanitarian crisis and health emergencies
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Elidar,,ET020102,,Health,1.1.7. Risk Communication and Community engagement for Social and behavioral change communication (SBCC) 
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Elidar,,ET020102,,Health,"1.2.1. Strengthen Early warning system and emergency preparedness - Disease Surveillance, Alert investigation and Verification, Outbreak Control and Response including Case management, Procurement and distribution of lab and medical supplies for managing outbreaks including Cholera kits "
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Elidar,,ET020102,,Health,"1.2.5. Train health workers on outbreak control, Management and Response"
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Adar,,ET020109,,Health,"1.1.1. Procurement, prepositioning and distribution of Emergency health and RH kits to health facilities and MNHTs in areas affected by humanitarian crisis and health emergencies"
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Adar,,ET020109,,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Adar,,ET020109,,Health,"1.1.3. Provide Emergency Obstetric Care, RH and MISP services integrated into emergency health service for vulnerable population including IDPs, Refugees and Migrant population"
February,On-going,EHF,SCI,International NGO,Save the Children - International,SCI,International NGO,Afar,Awsi /Zone 1,Adar,,ET020109,,Health,"1.1.5. Conduct Vaccination campaigns for Childhood illnesses and disease of outbreak potential for vulnerable population including IDPS, Refuges and Migrant population"
